Periodo,Entidad federativa,Numero de Denfunciones por Fiebre Hemorrágica por Dengue,Número de casos confirmados para Fiebre Hemorrágica por Dengue confirmados por Laboratorio,Tasa de Letalidad por 100
1990,Nacional,0,8,0
1990,Aguascalientes,0,0,0
1990,Baja California,0,0,0
1990,Baja California Sur,0,0,0
1990,Campeche,0,1,0
1990,Chiapas,0,0,0
1990,Chihuahua,0,0,0
1990,Coahuila,0,0,0
1990,Colima,0,0,0
1990,Distrito Federal,0,1,0
1990,Durango,0,0,0
1990,Guanajuato,0,0,0
1990,Guerrero,0,3,0
1990,Hidalgo,0,0,0
1990,Jalisco,0,0,0
1990,México,0,0,0
1990,Michoacán,0,0,0
1990,Morelos,0,1,0
1990,Nayarit,0,0,0
1990,Nuevo León,0,0,0
1990,Oaxaca,0,0,0
1990,Puebla,0,0,0
1990,Querétaro,0,0,0
1990,Quintana Roo,0,0,0
1990,San Luis Potosí,0,0,0
1990,Sinaloa,0,2,0
1990,Sonora,0,0,0
1990,Tabasco,0,0,0
1990,Tamaulipas,0,0,0
1990,Tlaxcala,0,0,0
1990,Veracruz,0,0,0
1990,Yucatán,0,0,0
1990,Zacatecas,0,0,0
1991,Nacional,0,2,0
1991,Aguascalientes,0,0,0
1991,Baja California,0,0,0
1991,Baja California Sur,0,0,0
1991,Campeche,0,0,0
1991,Chiapas,0,1,0
1991,Chihuahua,0,0,0
1991,Coahuila,0,0,0
1991,Colima,0,0,0
1991,Distrito Federal,0,0,0
1991,Durango,0,0,0
1991,Guanajuato,0,0,0
1991,Guerrero,0,1,0
1991,Hidalgo,0,0,0
1991,Jalisco,0,0,0
1991,México,0,0,0
1991,Michoacán,0,0,0
1991,Morelos,0,0,0
1991,Nayarit,0,0,0
1991,Nuevo León,0,0,0
1991,Oaxaca,0,0,0
1991,Puebla,0,0,0
1991,Querétaro,0,0,0
1991,Quintana Roo,0,0,0
1991,San Luis Potosí,0,0,0
1991,Sinaloa,0,0,0
1991,Sonora,0,0,0
1991,Tabasco,0,0,0
1991,Tamaulipas,0,0,0
1991,Tlaxcala,0,0,0
1991,Veracruz,0,0,0
1991,Yucatán,0,0,0
1991,Zacatecas,0,0,0
1992,Nacional,0,0,0
1992,Aguascalientes,0,0,0
1992,Baja California,0,0,0
1992,Baja California Sur,0,0,0
1992,Campeche,0,0,0
1992,Chiapas,0,0,0
1992,Chihuahua,0,0,0
1992,Coahuila,0,0,0
1992,Colima,0,0,0
1992,Distrito Federal,0,0,0
1992,Durango,0,0,0
1992,Guanajuato,0,0,0
1992,Guerrero,0,0,0
1992,Hidalgo,0,0,0
1992,Jalisco,0,0,0
1992,México,0,0,0
1992,Michoacán,0,0,0
1992,Morelos,0,0,0
1992,Nayarit,0,0,0
1992,Nuevo León,0,0,0
1992,Oaxaca,0,0,0
1992,Puebla,0,0,0
1992,Querétaro,0,0,0
1992,Quintana Roo,0,0,0
1992,San Luis Potosí,0,0,0
1992,Sinaloa,0,0,0
1992,Sonora,0,0,0
1992,Tabasco,0,0,0
1992,Tamaulipas,0,0,0
1992,Tlaxcala,0,0,0
1992,Veracruz,0,0,0
1992,Yucatán,0,0,0
1992,Zacatecas,0,0,0
1993,Nacional,0,0,0
1993,Aguascalientes,0,0,0
1993,Baja California,0,0,0
1993,Baja California Sur,0,0,0
1993,Campeche,0,0,0
1993,Chiapas,0,0,0
1993,Chihuahua,0,0,0
1993,Coahuila,0,0,0
1993,Colima,0,0,0
1993,Distrito Federal,0,0,0
1993,Durango,0,0,0
1993,Guanajuato,0,0,0
1993,Guerrero,0,0,0
1993,Hidalgo,0,0,0
1993,Jalisco,0,0,0
1993,México,0,0,0
1993,Michoacán,0,0,0
1993,Morelos,0,0,0
1993,Nayarit,0,0,0
1993,Nuevo León,0,0,0
1993,Oaxaca,0,0,0
1993,Puebla,0,0,0
1993,Querétaro,0,0,0
1993,Quintana Roo,0,0,0
1993,San Luis Potosí,0,0,0
1993,Sinaloa,0,0,0
1993,Sonora,0,0,0
1993,Tabasco,0,0,0
1993,Tamaulipas,0,0,0
1993,Tlaxcala,0,0,0
1993,Veracruz,0,0,0
1993,Yucatán,0,0,0
1993,Zacatecas,0,0,0
1994,Nacional,7,30,23.33333333
1994,Aguascalientes,0,0,0
1994,Baja California,0,0,0
1994,Baja California Sur,0,0,0
1994,Campeche,0,1,0
1994,Chiapas,0,0,0
1994,Chihuahua,0,0,0
1994,Coahuila,0,0,0
1994,Colima,0,0,0
1994,Distrito Federal,0,0,0
1994,Durango,0,0,0
1994,Guanajuato,0,0,0
1994,Guerrero,0,0,0
1994,Hidalgo,0,0,0
1994,Jalisco,0,0,0
1994,México,0,0,0
1994,Michoacán,0,0,0
1994,Morelos,0,0,0
1994,Nayarit,0,0,0
1994,Nuevo León,0,0,0
1994,Oaxaca,0,0,0
1994,Puebla,0,0,0
1994,Querétaro,0,0,0
1994,Quintana Roo,1,2,50
1994,San Luis Potosí,0,0,0
1994,Sinaloa,1,12,8.333333333
1994,Sonora,0,0,0
1994,Tabasco,3,4,75
1994,Tamaulipas,0,0,0
1994,Tlaxcala,0,0,0
1994,Veracruz,1,5,20
1994,Yucatán,1,6,16.66666667
1994,Zacatecas,0,0,0
1995,Nacional,15,539,2.782931354
1995,Aguascalientes,0,0,0
1995,Baja California,0,0,0
1995,Baja California Sur,0,1,0
1995,Campeche,0,2,0
1995,Chiapas,0,27,0
1995,Chihuahua,0,0,0
1995,Coahuila,0,6,0
1995,Colima,0,10,0
1995,Distrito Federal,0,0,0
1995,Durango,0,0,0
1995,Guanajuato,0,0,0
1995,Guerrero,0,9,0
1995,Hidalgo,0,0,0
1995,Jalisco,0,0,0
1995,México,0,0,0
1995,Michoacán,0,8,0
1995,Morelos,0,7,0
1995,Nayarit,0,5,0
1995,Nuevo León,0,168,0
1995,Oaxaca,0,14,0
1995,Puebla,0,4,0
1995,Querétaro,0,0,0
1995,Quintana Roo,0,1,0
1995,San Luis Potosí,1,6,16.66666667
1995,Sinaloa,4,145,2.75862069
1995,Sonora,0,2,0
1995,Tabasco,1,4,25
1995,Tamaulipas,0,37,0
1995,Tlaxcala,0,0,0
1995,Veracruz,9,79,11.39240506
1995,Yucatán,0,4,0
1995,Zacatecas,0,0,0
1996,Nacional,29,1456,1.991758242
1996,Aguascalientes,0,0,0
1996,Baja California,0,0,0
1996,Baja California Sur,0,2,0
1996,Campeche,0,2,0
1996,Chiapas,0,25,0
1996,Chihuahua,0,0,0
1996,Coahuila,0,81,0
1996,Colima,0,100,0
1996,Distrito Federal,0,0,0
1996,Durango,0,0,0
1996,Guanajuato,0,0,0
1996,Guerrero,0,31,0
1996,Hidalgo,0,2,0
1996,Jalisco,0,3,0
1996,México,0,0,0
1996,Michoacán,0,19,0
1996,Morelos,0,16,0
1996,Nayarit,0,1,0
1996,Nuevo León,0,90,0
1996,Oaxaca,0,25,0
1996,Puebla,0,1,0
1996,Querétaro,0,0,0
1996,Quintana Roo,0,8,0
1996,San Luis Potosí,1,8,12.5
1996,Sinaloa,1,10,10
1996,Sonora,0,28,0
1996,Tabasco,2,19,10.52631579
1996,Tamaulipas,3,442,0.678733032
1996,Tlaxcala,0,0,0
1996,Veracruz,21,513,4.093567251
1996,Yucatán,1,30,3.333333333
1996,Zacatecas,0,0,0
1997,Nacional,19,980,1.93877551
1997,Aguascalientes,0,0,0
1997,Baja California,0,0,0
1997,Baja California Sur,0,1,0
1997,Campeche,0,120,0
1997,Chiapas,0,87,0
1997,Chihuahua,0,0,0
1997,Coahuila,0,5,0
1997,Colima,0,60,0
1997,Distrito Federal,0,0,0
1997,Durango,0,0,0
1997,Guanajuato,0,0,0
1997,Guerrero,0,134,0
1997,Hidalgo,0,1,0
1997,Jalisco,0,0,0
1997,México,0,0,0
1997,Michoacán,0,1,0
1997,Morelos,0,19,0
1997,Nayarit,0,6,0
1997,Nuevo León,0,48,0
1997,Oaxaca,0,6,0
1997,Puebla,0,9,0
1997,Querétaro,0,0,0
1997,Quintana Roo,1,11,9.090909091
1997,San Luis Potosí,0,0,0
1997,Sinaloa,0,1,0
1997,Sonora,0,0,0
1997,Tabasco,5,99,5.050505051
1997,Tamaulipas,1,51,1.960784314
1997,Tlaxcala,0,0,0
1997,Veracruz,7,158,4.430379747
1997,Yucatán,5,163,3.067484663
1997,Zacatecas,0,0,0
1998,Nacional,14,372,3.76344086
1998,Aguascalientes,0,0,0
1998,Baja California,0,0,0
1998,Baja California Sur,0,0,0
1998,Campeche,0,0,0
1998,Chiapas,0,2,0
1998,Chihuahua,0,0,0
1998,Coahuila,0,1,0
1998,Colima,0,0,0
1998,Distrito Federal,0,0,0
1998,Durango,0,0,0
1998,Guanajuato,0,0,0
1998,Guerrero,0,9,0
1998,Hidalgo,0,3,0
1998,Jalisco,0,0,0
1998,México,0,0,0
1998,Michoacán,0,0,0
1998,Morelos,0,41,0
1998,Nayarit,0,0,0
1998,Nuevo León,0,85,0
1998,Oaxaca,0,20,0
1998,Puebla,0,1,0
1998,Querétaro,0,0,0
1998,Quintana Roo,0,0,0
1998,San Luis Potosí,8,55,14.54545455
1998,Sinaloa,0,6,0
1998,Sonora,0,0,0
1998,Tabasco,0,0,0
1998,Tamaulipas,3,105,2.857142857
1998,Tlaxcala,0,0,0
1998,Veracruz,3,44,6.818181818
1998,Yucatán,0,0,0
1998,Zacatecas,0,0,0
1999,Nacional,4,312,1.282051282
1999,Aguascalientes,0,0,0
1999,Baja California,0,0,0
1999,Baja California Sur,0,0,0
1999,Campeche,0,0,0
1999,Chiapas,0,10,0
1999,Chihuahua,0,0,0
1999,Coahuila,0,18,0
1999,Colima,0,0,0
1999,Distrito Federal,0,0,0
1999,Durango,0,0,0
1999,Guanajuato,0,0,0
1999,Guerrero,0,0,0
1999,Hidalgo,0,0,0
1999,Jalisco,0,0,0
1999,México,0,0,0
1999,Michoacán,0,0,0
1999,Morelos,0,1,0
1999,Nayarit,0,0,0
1999,Nuevo León,0,207,0
1999,Oaxaca,0,0,0
1999,Puebla,0,0,0
1999,Querétaro,0,0,0
1999,Quintana Roo,0,0,0
1999,San Luis Potosí,0,1,0
1999,Sinaloa,0,0,0
1999,Sonora,0,0,0
1999,Tabasco,0,0,0
1999,Tamaulipas,3,64,4.6875
1999,Tlaxcala,0,0,0
1999,Veracruz,1,11,9.090909091
1999,Yucatán,0,0,0
1999,Zacatecas,0,0,0
2000,Nacional,0,67,0
2000,Aguascalientes,0,0,0
2000,Baja California,0,0,0
2000,Baja California Sur,0,0,0
2000,Campeche,0,0,0
2000,Chiapas,0,41,0
2000,Chihuahua,0,0,0
2000,Coahuila,0,0,0
2000,Colima,0,0,0
2000,Distrito Federal,0,0,0
2000,Durango,0,0,0
2000,Guanajuato,0,0,0
2000,Guerrero,0,0,0
2000,Hidalgo,0,0,0
2000,Jalisco,0,0,0
2000,México,0,0,0
2000,Michoacán,0,0,0
2000,Morelos,0,0,0
2000,Nayarit,0,0,0
2000,Nuevo León,0,3,0
2000,Oaxaca,0,7,0
2000,Puebla,0,0,0
2000,Querétaro,0,0,0
2000,Quintana Roo,0,0,0
2000,San Luis Potosí,0,0,0
2000,Sinaloa,0,0,0
2000,Sonora,0,2,0
2000,Tabasco,0,1,0
2000,Tamaulipas,0,5,0
2000,Tlaxcala,0,0,0
2000,Veracruz,0,8,0
2000,Yucatán,0,0,0
2000,Zacatecas,0,0,0
2001,Nacional,1,312,0.320512821
2001,Aguascalientes,0,0,0
2001,Baja California,0,0,0
2001,Baja California Sur,0,0,0
2001,Campeche,0,4,0
2001,Chiapas,0,118,0
2001,Chihuahua,0,0,0
2001,Coahuila,0,0,0
2001,Colima,0,0,0
2001,Distrito Federal,0,0,0
2001,Durango,0,0,0
2001,Guanajuato,0,0,0
2001,Guerrero,0,84,0
2001,Hidalgo,0,0,0
2001,Jalisco,0,0,0
2001,México,0,0,0
2001,Michoacán,0,0,0
2001,Morelos,0,0,0
2001,Nayarit,0,0,0
2001,Nuevo León,0,2,0
2001,Oaxaca,0,40,0
2001,Puebla,0,0,0
2001,Querétaro,0,0,0
2001,Quintana Roo,0,11,0
2001,San Luis Potosí,0,0,0
2001,Sinaloa,0,0,0
2001,Sonora,0,0,0
2001,Tabasco,0,4,0
2001,Tamaulipas,0,0,0
2001,Tlaxcala,0,0,0
2001,Veracruz,0,14,0
2001,Yucatán,1,35,2.857142857
2001,Zacatecas,0,0,0
2002,Nacional,8,2159,0.370541918
2002,Aguascalientes,0,0,0
2002,Baja California,0,0,0
2002,Baja California Sur,0,0,0
2002,Campeche,0,8,0
2002,Chiapas,0,147,0
2002,Chihuahua,0,0,0
2002,Coahuila,0,2,0
2002,Colima,1,613,0.163132137
2002,Distrito Federal,0,0,0
2002,Durango,0,0,0
2002,Guanajuato,0,0,0
2002,Guerrero,0,414,0
2002,Hidalgo,2,0,0
2002,Jalisco,0,67,0
2002,México,0,0,0
2002,Michoacán,0,58,0
2002,Morelos,0,3,0
2002,Nayarit,1,129,0.775193798
2002,Nuevo León,0,4,0
2002,Oaxaca,1,156,0.641025641
2002,Puebla,0,1,0
2002,Querétaro,0,0,0
2002,Quintana Roo,0,80,0
2002,San Luis Potosí,0,0,0
2002,Sinaloa,0,75,0
2002,Sonora,0,98,0
2002,Tabasco,0,4,0
2002,Tamaulipas,0,5,0
2002,Tlaxcala,0,0,0
2002,Veracruz,3,98,3.06122449
2002,Yucatán,0,197,0
2002,Zacatecas,0,0,0
2003,Nacional,11,1776,0.619369369
2003,Aguascalientes,0,0,0
2003,Baja California,0,0,0
2003,Baja California Sur,2,441,0.453514739
2003,Campeche,0,1,0
2003,Chiapas,0,16,0
2003,Chihuahua,0,0,0
2003,Coahuila,0,0,0
2003,Colima,0,7,0
2003,Distrito Federal,0,0,0
2003,Durango,0,0,0
2003,Guanajuato,0,0,0
2003,Guerrero,0,67,0
2003,Hidalgo,0,0,0
2003,Jalisco,0,3,0
2003,México,0,0,0
2003,Michoacán,0,6,0
2003,Morelos,0,5,0
2003,Nayarit,0,22,0
2003,Nuevo León,0,0,0
2003,Oaxaca,0,23,0
2003,Puebla,0,0,0
2003,Querétaro,0,0,0
2003,Quintana Roo,0,5,0
2003,San Luis Potosí,0,0,0
2003,Sinaloa,7,596,1.174496644
2003,Sonora,2,346,0.578034682
2003,Tabasco,0,10,0
2003,Tamaulipas,0,1,0
2003,Tlaxcala,0,0,0
2003,Veracruz,0,221,0
2003,Yucatán,0,6,0
2003,Zacatecas,0,0,0
2004,Nacional,13,1959,0.66360388
2004,Aguascalientes,0,0,0
2004,Baja California,0,0,0
2004,Baja California Sur,0,0,0
2004,Campeche,0,4,0
2004,Chiapas,0,108,0
2004,Chihuahua,0,0,0
2004,Coahuila,0,0,0
2004,Colima,0,3,0
2004,Distrito Federal,0,0,0
2004,Durango,0,0,0
2004,Guanajuato,0,0,0
2004,Guerrero,0,71,0
2004,Hidalgo,0,4,0
2004,Jalisco,0,2,0
2004,México,0,0,0
2004,Michoacán,0,3,0
2004,Morelos,0,23,0
2004,Nayarit,0,28,0
2004,Nuevo León,0,3,0
2004,Oaxaca,2,43,4.651162791
2004,Puebla,0,0,0
2004,Querétaro,0,0,0
2004,Quintana Roo,0,56,0
2004,San Luis Potosí,0,0,0
2004,Sinaloa,0,21,0
2004,Sonora,1,4,25
2004,Tabasco,0,1,0
2004,Tamaulipas,1,9,11.11111111
2004,Tlaxcala,0,0,0
2004,Veracruz,9,1570,0.573248408
2004,Yucatán,0,6,0
2004,Zacatecas,0,0,0
2005,Nacional,41,4418,0.928021729
2005,Aguascalientes,0,0,0
2005,Baja California,0,0,0
2005,Baja California Sur,0,2,0
2005,Campeche,0,18,0
2005,Chiapas,0,455,0
2005,Chihuahua,0,0,0
2005,Coahuila,0,4,0
2005,Colima,0,66,0
2005,Distrito Federal,0,0,0
2005,Durango,0,0,0
2005,Guanajuato,0,0,0
2005,Guerrero,1,420,0.238095238
2005,Hidalgo,0,22,0
2005,Jalisco,0,10,0
2005,México,0,0,0
2005,Michoacán,0,0,0
2005,Morelos,4,58,6.896551724
2005,Nayarit,0,59,0
2005,Nuevo León,2,344,0.581395349
2005,Oaxaca,2,181,1.104972376
2005,Puebla,0,0,0
2005,Querétaro,0,0,0
2005,Quintana Roo,1,210,0.476190476
2005,San Luis Potosí,0,18,0
2005,Sinaloa,1,22,4.545454545
2005,Sonora,0,4,0
2005,Tabasco,2,18,11.11111111
2005,Tamaulipas,23,1832,1.255458515
2005,Tlaxcala,0,0,0
2005,Veracruz,4,636,0.628930818
2005,Yucatán,1,39,2.564102564
2005,Zacatecas,0,0,0
2006,Nacional,21,5175,0.405797101
2006,Aguascalientes,0,0,0
2006,Baja California,0,0,0
2006,Baja California Sur,0,27,0
2006,Campeche,1,7,14.28571429
2006,Chiapas,0,195,0
2006,Chihuahua,0,0,0
2006,Coahuila,0,4,0
2006,Colima,0,248,0
2006,Distrito Federal,0,0,0
2006,Durango,0,0,0
2006,Guanajuato,0,0,0
2006,Guerrero,7,1237,0.565885206
2006,Hidalgo,0,8,0
2006,Jalisco,0,253,0
2006,México,0,0,0
2006,Michoacán,0,14,0
2006,Morelos,2,410,0.487804878
2006,Nayarit,3,50,6
2006,Nuevo León,2,46,4.347826087
2006,Oaxaca,0,427,0
2006,Puebla,0,13,0
2006,Querétaro,0,0,0
2006,Quintana Roo,1,429,0.233100233
2006,San Luis Potosí,0,11,0
2006,Sinaloa,1,31,3.225806452
2006,Sonora,0,0,0
2006,Tabasco,0,9,0
2006,Tamaulipas,1,48,2.083333333
2006,Tlaxcala,0,0,0
2006,Veracruz,1,1546,0.064683053
2006,Yucatán,2,162,1.234567901
2006,Zacatecas,0,0,0
2007,Nacional,29,9433,0.307431358
2007,Aguascalientes,0,0,0
2007,Baja California,0,0,0
2007,Baja California Sur,0,5,0
2007,Campeche,0,2,0
2007,Chiapas,0,701,0
2007,Chihuahua,0,0,0
2007,Coahuila,1,24,4.166666667
2007,Colima,0,172,0
2007,Distrito Federal,0,0,0
2007,Durango,0,3,0
2007,Guanajuato,0,2,0
2007,Guerrero,3,1298,0.231124807
2007,Hidalgo,0,1,0
2007,Jalisco,0,84,0
2007,México,0,1,0
2007,Michoacán,0,22,0
2007,Morelos,0,236,0
2007,Nayarit,0,70,0
2007,Nuevo León,2,1098,0.182149362
2007,Oaxaca,5,1091,0.458295142
2007,Puebla,0,8,0
2007,Querétaro,0,0,0
2007,Quintana Roo,1,877,0.114025086
2007,San Luis Potosí,0,18,0
2007,Sinaloa,1,59,1.694915254
2007,Sonora,1,1,100
2007,Tabasco,3,99,3.03030303
2007,Tamaulipas,0,527,0
2007,Tlaxcala,0,0,0
2007,Veracruz,11,2645,0.415879017
2007,Yucatán,1,389,0.257069409
2007,Zacatecas,0,0,0
2008,Nacional,38,7588,0.500790722
2008,Aguascalientes,0,0,0
2008,Baja California,0,0,0
2008,Baja California Sur,1,13,7.692307692
2008,Campeche,0,0,0
2008,Chiapas,0,446,0
2008,Chihuahua,0,0,0
2008,Coahuila,0,0,0
2008,Colima,0,312,0
2008,Distrito Federal,0,0,0
2008,Durango,0,0,0
2008,Guanajuato,0,0,0
2008,Guerrero,5,1253,0.399042298
2008,Hidalgo,0,29,0
2008,Jalisco,0,4,0
2008,México,0,0,0
2008,Michoacán,0,64,0
2008,Morelos,16,2175,0.735632184
2008,Nayarit,0,44,0
2008,Nuevo León,0,54,0
2008,Oaxaca,3,79,3.797468354
2008,Puebla,0,2,0
2008,Querétaro,0,0,0
2008,Quintana Roo,0,45,0
2008,San Luis Potosí,0,16,0
2008,Sinaloa,0,212,0
2008,Sonora,0,17,0
2008,Tabasco,3,93,3.225806452
2008,Tamaulipas,3,522,0.574712644
2008,Tlaxcala,0,0,0
2008,Veracruz,6,2060,0.291262136
2008,Yucatán,1,148,0.675675676
2008,Zacatecas,0,0,0
2009,Nacional,96,11396,0.842400842
2009,Aguascalientes,0,0,0
2009,Baja California,0,0,0
2009,Baja California Sur,0,21,0
2009,Campeche,1,30,3.333333333
2009,Chiapas,2,1322,0.15128593
2009,Chihuahua,0,0,0
2009,Coahuila,0,13,0
2009,Colima,6,1047,0.573065903
2009,Distrito Federal,0,0,0
2009,Durango,0,4,0
2009,Guanajuato,0,0,0
2009,Guerrero,0,1360,0
2009,Hidalgo,11,52,21.15384615
2009,Jalisco,48,817,5.875152999
2009,México,0,7,0
2009,Michoacán,0,105,0
2009,Morelos,0,185,0
2009,Nayarit,8,773,1.034928849
2009,Nuevo León,1,62,1.612903226
2009,Oaxaca,3,245,1.224489796
2009,Puebla,0,2,0
2009,Querétaro,0,0,0
2009,Quintana Roo,0,43,0
2009,San Luis Potosí,0,61,0
2009,Sinaloa,0,267,0
2009,Sonora,0,45,0
2009,Tabasco,0,519,0
2009,Tamaulipas,4,327,1.22324159
2009,Tlaxcala,0,0,0
2009,Veracruz,10,2978,0.335795836
2009,Yucatán,2,1111,0.180018002
2009,Zacatecas,0,0,0
2010,Nacional,62,6548,0.946854001
2010,Aguascalientes,0,0,0
2010,Baja California,0,0,0
2010,Baja California Sur,1,79,1.265822785
2010,Campeche,0,22,0
2010,Chiapas,1,282,0.354609929
2010,Chihuahua,0,0,0
2010,Coahuila,2,3,66.66666667
2010,Colima,0,182,0
2010,Distrito Federal,0,0,0
2010,Durango,0,0,0
2010,Guanajuato,0,0,0
2010,Guerrero,13,1877,0.692594566
2010,Hidalgo,0,3,0
2010,Jalisco,1,127,0.787401575
2010,México,0,1,0
2010,Michoacán,1,51,1.960784314
2010,Morelos,0,286,0
2010,Nayarit,6,213,2.816901408
2010,Nuevo León,2,181,1.104972376
2010,Oaxaca,10,955,1.047120419
2010,Puebla,0,30,0
2010,Querétaro,0,0,0
2010,Quintana Roo,3,622,0.482315113
2010,San Luis Potosí,0,8,0
2010,Sinaloa,0,124,0
2010,Sonora,6,179,3.351955307
2010,Tabasco,2,34,5.882352941
2010,Tamaulipas,2,159,1.257861635
2010,Tlaxcala,0,0,0
2010,Veracruz,7,318,2.201257862
2010,Yucatán,5,812,0.615763547
2010,Zacatecas,0,0,0
2011,Nacional,50,5005,0.999000999
2011,Aguascalientes,0,0,0
2011,Baja California,0,0,0
2011,Baja California Sur,0,7,0
2011,Campeche,1,69,1.449275362
2011,Chiapas,1,171,0.584795322
2011,Chihuahua,0,0,0
2011,Coahuila,0,0,0
2011,Colima,0,20,0
2011,Distrito Federal,0,0,0
2011,Durango,0,0,0
2011,Guanajuato,0,0,0
2011,Guerrero,4,243,1.646090535
2011,Hidalgo,0,4,0
2011,Jalisco,0,14,0
2011,México,0,0,0
2011,Michoacán,0,16,0
2011,Morelos,1,187,0.534759358
2011,Nayarit,0,9,0
2011,Nuevo León,0,13,0
2011,Oaxaca,1,221,0.452488688
2011,Puebla,0,0,0
2011,Querétaro,0,0,0
2011,Quintana Roo,5,1052,0.475285171
2011,San Luis Potosí,0,1,0
2011,Sinaloa,2,20,10
2011,Sonora,4,8,50
2011,Tabasco,0,65,0
2011,Tamaulipas,0,17,0
2011,Tlaxcala,0,0,0
2011,Veracruz,6,769,0.78023407
2011,Yucatán,25,2099,1.191043354
2011,Zacatecas,0,0,0
2012,Nacional,170,18720,0.908119658
2012,Aguascalientes,0,0,0
2012,Baja California,0,0,0
2012,Baja California Sur,0,14,0
2012,Campeche,9,498,1.807228916
2012,Chiapas,10,2086,0.479386385
2012,Chihuahua,0,0,0
2012,Coahuila,0,3,0
2012,Colima,0,53,0
2012,Distrito Federal,0,0,0
2012,Durango,0,0,0
2012,Guanajuato,0,0,0
2012,Guerrero,19,1915,0.992167102
2012,Hidalgo,2,27,7.407407407
2012,Jalisco,0,63,0
2012,México,1,1,100
2012,Michoacán,1,115,0.869565217
2012,Morelos,12,1674,0.716845878
2012,Nayarit,0,1,0
2012,Nuevo León,0,64,0
2012,Oaxaca,19,1012,1.877470356
2012,Puebla,0,28,0
2012,Querétaro,0,0,0
2012,Quintana Roo,7,752,0.930851064
2012,San Luis Potosí,1,163,0.613496933
2012,Sinaloa,0,63,0
2012,Sonora,7,41,17.07317073
2012,Tabasco,21,1303,1.611665388
2012,Tamaulipas,0,558,0
2012,Tlaxcala,0,0,0
2012,Veracruz,42,5481,0.766283525
2012,Yucatán,19,2805,0.677361854
2012,Zacatecas,0,0,0
2013,Nacional,104,19822,0.524669559
2013,Aguascalientes,0,0,0
2013,Baja California,0,0,0
2013,Baja California Sur,0,119,0
2013,Campeche,0,189,0
2013,Chiapas,8,1724,0.464037123
2013,Chihuahua,0,0,0
2013,Coahuila,0,15,0
2013,Colima,4,877,0.456100342
2013,Distrito Federal,0,0,0
2013,Durango,0,0,0
2013,Guanajuato,0,0,0
2013,Guerrero,14,1097,1.27620784
2013,Hidalgo,0,86,0
2013,Jalisco,2,828,0.241545894
2013,México,0,0,0
2013,Michoacán,0,79,0
2013,Morelos,5,1428,0.350140056
2013,Nayarit,8,1535,0.521172638
2013,Nuevo León,0,426,0
2013,Oaxaca,5,1106,0.452079566
2013,Puebla,1,48,2.083333333
2013,Querétaro,0,0,0
2013,Quintana Roo,3,1181,0.254022015
2013,San Luis Potosí,1,46,2.173913043
2013,Sinaloa,1,745,0.134228188
2013,Sonora,0,197,0
2013,Tabasco,10,1511,0.661813369
2013,Tamaulipas,6,1606,0.373599004
2013,Tlaxcala,0,0,0
2013,Veracruz,29,3957,0.732878443
2013,Yucatán,7,1022,0.684931507
2013,Zacatecas,0,0,0
2014,Nacional,39,8856,0.440379404
2014,Aguascalientes,0,0,0
2014,Baja California,0,1,0
2014,Baja California Sur,2,95,2.105263158
2014,Campeche,1,111,0.900900901
2014,Chiapas,7,885,0.790960452
2014,Chihuahua,0,0,0
2014,Coahuila,0,8,0
2014,Colima,0,176,0
2014,Distrito Federal,0,0,0
2014,Durango,0,1,0
2014,Guanajuato,0,0,0
2014,Guerrero,3,735,0.408163265
2014,Hidalgo,0,0,0
2014,Jalisco,0,222,0
2014,México,0,0,0
2014,Michoacán,0,15,0
2014,Morelos,0,230,0
2014,Nayarit,0,186,0
2014,Nuevo León,1,29,3.448275862
2014,Oaxaca,2,787,0.254129606
2014,Puebla,2,46,4.347826087
2014,Querétaro,0,0,0
2014,Quintana Roo,1,205,0.487804878
2014,San Luis Potosí,0,3,0
2014,Sinaloa,6,1807,0.332042059
2014,Sonora,1,716,0.139664804
2014,Tabasco,1,81,1.234567901
2014,Tamaulipas,2,164,1.219512195
2014,Tlaxcala,0,0,0
2014,Veracruz,7,1916,0.365344468
2014,Yucatán,3,437,0.686498856
2014,Zacatecas,0,0,0
